CUST_ACCT_ID,  TARGET_NET_SALES  ,  TARGET_GROSS_PROFIT  ,YR_MTH
149891,14397,624,1/1/2025
152264,3201,300,1/1/2025
567503,26401,1541,1/1/2025
415943,1641,199,1/1/2025
456900,1969,239,1/1/2025
931014,8627,1222,1/1/2025
847339,3595,472,1/1/2025
86476,282,54,1/1/2025
110104,1128,214,1/1/2025
861463,951,159,1/1/2025
185302,3143,440,1/1/2025
43632,564,107,1/1/2025
760800,2255,427,1/1/2025
121521,1691,321,1/1/2025
391741,3378,507,1/1/2025
115408,564,107,1/1/2025
745438,1409,267,1/1/2025
477926,1784,293,1/1/2025
505481,3143,440,1/1/2025
390732,365250,5595,1/1/2025
362283,1128,214,1/1/2025
381641,1969,240,1/1/2025
181673,9756,1361,1/1/2025
594778,1313,160,1/1/2025
75022,1128,214,1/1/2025
753043,846,161,1/1/2025
288491,2066,348,1/1/2025
678846,1409,267,1/1/2025
416087,972,1,1/1/2025
639121,282,53,1/1/2025
756282,631,110,1/1/2025
580612,3096,454,1/1/2025
359655,2251,293,1/1/2025
975800,1116034,9490,1/1/2025
444852,648,1,1/1/2025
681841,3942,614,1/1/2025
152637,656,79,1/1/2025
88785,984,119,1/1/2025
824472,1313,159,1/1/2025
409829,1128,214,1/1/2025
153965,2124,249,1/1/2025
326826,1566,222,1/1/2025
279251,2019,23,1/1/2025
152322,2210,164,1/1/2025
152922,5460,586,1/1/2025
470716,1969,238,1/1/2025
50908,984,119,1/1/2025
668570,1914,148,1/1/2025
502840,984,119,1/1/2025
459891,2876,419,1/1/2025
931048,6470,934,1/1/2025
244509,837,16,1/1/2025
872717,1078,161,1/1/2025
930990,2876,419,1/1/2025
67197,282,54,1/1/2025
197154,1641,200,1/1/2025
680975,3938,479,1/1/2025
441740,2533,346,1/1/2025
333102,282,53,1/1/2025
677292,23038,2196,1/1/2025
519819,3472,474,1/1/2025
445496,1296,1,1/1/2025
300257,6806,7,1/1/2025
543906,924,2,1/1/2025
498254,1384,218,1/1/2025
42934,1266,174,1/1/2025
430867,1973,374,1/1/2025
745412,2281,409,1/1/2025
753113,4538,825,1/1/2025
27844,1238,512,1/1/2025
151852,1969,239,1/1/2025
931006,11862,1707,1/1/2025
279356,2157,324,1/1/2025
931188,2157,285,1/1/2025
112723,4314,593,1/1/2025
459826,3595,472,1/1/2025
931147,3235,429,1/1/2025
626942,846,160,1/1/2025
416747,616,2,1/1/2025
844085,1691,320,1/1/2025
552381,23473,1129,1/1/2025
442062,403,15,1/1/2025
331170,282,53,1/1/2025
336176,10279,1242,1/1/2025
52404,3050,467,1/1/2025
53961,1409,267,1/1/2025
123241,1796,320,1/1/2025
417536,1184587,844,1/1/2025
573995,1973,374,1/1/2025
433344,4594,559,1/1/2025
295588,2486,360,1/1/2025
28727,2475,238,1/1/2025
153635,1969,238,1/1/2025
107102,1416,152,1/1/2025
150990,1959,362,1/1/2025
46744,2872,193,1/1/2025
149408,984,119,1/1/2025
152579,207,15,1/1/2025
342425,984,119,1/1/2025
487647,5033,177,1/1/2025
117465,7908,1145,1/1/2025
930974,28458,2557,1/1/2025
773220,2768,414,1/1/2025
79071,2722,427,1/1/2025
541759,4270,653,1/1/2025
441525,1973,374,1/1/2025
296968,2308,431,1/1/2025
935342,14247,572,1/1/2025
697234,1514,266,1/1/2025
844078,1594,213,1/1/2025
834858,10869,1518,1/1/2025
103443,-1736,-45,1/1/2025
882916,1142,207,1/1/2025
588164,10487,398,1/1/2025
761477,829,60,1/1/2025
325216,1335,204,1/1/2025
107300,9817,929,1/1/2025
719575,2662,186,1/1/2025
451277,328,40,1/1/2025
109256,1678,67,1/1/2025
154054,328,40,1/1/2025
154391,197,317,1/1/2025
528307,1641,198,1/1/2025
144501,2662,180,1/1/2025
766461,2973,200,1/1/2025
466061,3501,220,1/1/2025
804520,3594,580,1/1/2025
450046,984,119,1/1/2025
464086,2643,143,1/1/2025
342103,1969,238,1/1/2025
253317,1128,214,1/1/2025
931170,2876,461,1/1/2025
441418,1641,200,1/1/2025
842018,2924,533,1/1/2025
58630,846,160,1/1/2025
475365,1128,214,1/1/2025
390674,36353,3403,1/1/2025
644068,82570,1340,1/1/2025
52512,1973,374,1/1/2025
96945,3206,587,1/1/2025
682187,1128,214,1/1/2025
973840,6142,785,1/1/2025
755525,4546,577,1/1/2025
691383,7801,232,1/1/2025
640906,207,15,1/1/2025
158844,2510,43,1/1/2025
159005,7399,296,1/1/2025
28723,1598,278,1/1/2025
341476,1969,239,1/1/2025
445064,975,243,1/1/2025
463372,328,40,1/1/2025
234391,6346,362,1/1/2025
464457,2115,334,1/1/2025
764912,975,206,1/1/2025
444992,2517,102,1/1/2025
444430,3697,489,1/1/2025
532829,984,119,1/1/2025
138068,3647,306,1/1/2025
506822,3647,306,1/1/2025
267581,1641,199,1/1/2025
151613,1666,256,1/1/2025
151134,328,40,1/1/2025
106690,8755,789,1/1/2025
109694,2970,155,1/1/2025
102350,328,40,1/1/2025
108290,1157,100,1/1/2025
134590,984,119,1/1/2025
132312,1347,146,1/1/2025
106260,1678,67,1/1/2025
108159,984,119,1/1/2025
105056,2662,186,1/1/2025
109702,2517,106,1/1/2025
107052,7002,441,1/1/2025
106716,2871,436,1/1/2025
102657,28904,987,1/1/2025
106708,328,40,1/1/2025
102947,7550,303,1/1/2025
528042,984,119,1/1/2025
108241,8809,354,1/1/2025
105130,6876,147,1/1/2025
105635,1959,325,1/1/2025
462986,328,40,1/1/2025
171770,1261,139,1/1/2025
721662,1969,239,1/1/2025
105726,1382,100,1/1/2025
109116,2845,139,1/1/2025
154443,6711,289,1/1/2025
432378,0,93,1/1/2025
406075,4460,293,1/1/2025
144303,1078,142,1/1/2025
931030,3595,474,1/1/2025
330980,5032,686,1/1/2025
289603,3235,466,1/1/2025
37860,4314,590,1/1/2025
176510,8536,679,1/1/2025
998432,4314,627,1/1/2025
20150,8300,1106,1/1/2025
35017,5818,880,1/1/2025
756224,2251,293,1/1/2025
424690,3231,82,1/1/2025
28752,2882,187,1/1/2025
151209,656,79,1/1/2025
156661,1959,325,1/1/2025
157081,3501,207,1/1/2025
152341,328,40,1/1/2025
103838,1313,159,1/1/2025
604454,975,206,1/1/2025
604231,984,119,1/1/2025
671093,1969,239,1/1/2025
807024,5034,193,1/1/2025
528315,1959,325,1/1/2025
334771,984,119,1/1/2025
624756,276,19,1/1/2025
444398,984,119,1/1/2025
131794,6711,244,1/1/2025
444125,2944,445,1/1/2025
154104,1678,-4490,1/1/2025
150805,984,119,1/1/2025
415034,984,119,1/1/2025
103317,2006,108,1/1/2025
283759,3627,359,1/1/2025
109637,276,100,1/1/2025
108050,984,119,1/1/2025
106583,837,13,1/1/2025
111918,5282,258,1/1/2025
106856,3938,476,1/1/2025
151985,3591,648,1/1/2025
446088,7002,442,1/1/2025
444778,328,40,1/1/2025
778160,984,119,1/1/2025
912982,984,119,1/1/2025
985218,3281,397,1/1/2025
719351,2275,517,1/1/2025
154187,984,119,1/1/2025
105452,2722,279,1/1/2025
103416,984,119,1/1/2025
107920,5336,430,1/1/2025
108993,14817,729,1/1/2025
103439,2275,517,1/1/2025
104810,3919,649,1/1/2025
527911,984,119,1/1/2025
912006,328,40,1/1/2025
143379,984,119,1/1/2025
104315,19441,847,1/1/2025
105189,984,119,1/1/2025
174275,984,119,1/1/2025
103614,7550,304,1/1/2025
64188,984,119,1/1/2025
150696,7550,304,1/1/2025
109405,984,119,1/1/2025
109504,1959,325,1/1/2025
108530,1969,238,1/1/2025
152512,984,119,1/1/2025
542030,49459,1024,1/1/2025
112186,984,119,1/1/2025
830079,6458,1273,1/1/2025
931212,16895,2418,1/1/2025
143750,7189,1017,1/1/2025
461442,4673,655,1/1/2025
931154,3235,449,1/1/2025
273420,1330,120,1/1/2025
394419,96744,1044,1/1/2025
279216,8987,1186,1/1/2025
497690,3767,499,1/1/2025
763476,1797,236,1/1/2025
459842,6780,693,1/1/2025
179474,8578,438,1/1/2025
109534,3652,347,1/1/2025
149417,2018,304,1/1/2025
530359,4067,603,1/1/2025
188723,990,161,1/1/2025
549896,2997,381,1/1/2025
171334,11344,1082,1/1/2025
225876,984,120,1/1/2025
278310,1969,240,1/1/2025
203389,8087,1142,1/1/2025
288990,984,120,1/1/2025
190455,2959,400,1/1/2025
437207,2012,300,1/1/2025
269383,16462,959,1/1/2025
479789,1028,144,1/1/2025
846484,2959,400,1/1/2025
502865,8135,1171,1/1/2025
47896,13779,574,1/1/2025
758595,1028,161,1/1/2025
87904,5698,594,1/1/2025
339204,3943,520,1/1/2025
772452,3987,562,1/1/2025
828348,4024,527,1/1/2025
735371,2012,281,1/1/2025
414817,2012,261,1/1/2025
923346,2012,263,1/1/2025
179222,1796,132,1/1/2025
114094,3590,299,1/1/2025
104464,2997,384,1/1/2025
870540,990,161,1/1/2025
640476,984,120,1/1/2025
618832,3981,520,1/1/2025
396522,11187,964,1/1/2025
894302,3040,444,1/1/2025
258033,2997,381,1/1/2025
192251,2351,317,1/1/2025
753691,3335,472,1/1/2025
997656,1028,181,1/1/2025
824021,2959,400,1/1/2025
769424,10590,702,1/1/2025
822050,1028,142,1/1/2025
71867,5999,825,1/1/2025
470763,2055,324,1/1/2025
462464,6989,983,1/1/2025
572721,11075,1028,1/1/2025
639345,3987,561,1/1/2025
122195,1969,240,1/1/2025
933231,4933,680,1/1/2025
771528,1028,161,1/1/2025
760039,21797,1653,1/1/2025
804728,4073,648,1/1/2025
289354,2012,300,1/1/2025
64236,5368,391,1/1/2025
458056,984,120,1/1/2025
461500,553,39,1/1/2025
810917,2959,400,1/1/2025
69416,6332,840,1/1/2025
246353,2997,383,1/1/2025
128000,6950,385,1/1/2025
164586,4664,646,1/1/2025
756861,6243,858,1/1/2025
209639,1028,144,1/1/2025
55664,3002,461,1/1/2025
830818,4971,664,1/1/2025
767196,18538,1028,1/1/2025
903636,9087,1348,1/1/2025
776502,5009,645,1/1/2025
337339,2997,384,1/1/2025
246486,8767,576,1/1/2025
585045,1974,280,1/1/2025
789538,2537,481,1/1/2025
34372,3235,413,1/1/2025
37513,564,107,1/1/2025
782236,5629,799,1/1/2025
34871,564,107,1/1/2025
685453,564,107,1/1/2025
343299,282,54,1/1/2025
15690,1128,214,1/1/2025
417278,979131,3738,1/1/2025
785163,6613,920,1/1/2025
668163,846,161,1/1/2025
868308,3938,479,1/1/2025
23082,5675,786,1/1/2025
861335,1641,200,1/1/2025
88463,3753,533,1/1/2025
814315,0,-1616,1/1/2025
980843,2204,307,1/1/2025
532877,8359,1495,1/1/2025
140919,7129,639,1/1/2025
117440,9346,1290,1/1/2025
343592,2157,324,1/1/2025
152538,984,119,1/1/2025
612303,3002,442,1/1/2025
569037,1028,144,1/1/2025
268918,1969,240,1/1/2025
257272,1969,240,1/1/2025
247236,13139,1828,1/1/2025
258077,2126,281,1/1/2025
258721,4024,525,1/1/2025
886148,984,120,1/1/2025
876551,1969,240,1/1/2025
117802,3002,460,1/1/2025
842306,2997,384,1/1/2025
845522,3002,461,1/1/2025
863770,155,11,1/1/2025
93352,7008,487,1/1/2025
822895,2012,264,1/1/2025
488870,2997,383,1/1/2025
783406,6079,850,1/1/2025
965528,11724,600,1/1/2025
335660,4971,664,1/1/2025
267403,5014,705,1/1/2025
213982,4067,586,1/1/2025
947086,5310,718,1/1/2025
873871,4184,71,1/1/2025
768205,3943,520,1/1/2025
624679,3943,521,1/1/2025
355625,2012,261,1/1/2025
516637,1974,280,1/1/2025
457521,6207,435,1/1/2025
769222,2997,383,1/1/2025
912400,3002,421,1/1/2025
827384,3008,465,1/1/2025
641533,1974,281,1/1/2025
492043,2055,288,1/1/2025
276506,3002,461,1/1/2025
300629,1028,181,1/1/2025
730063,4358,606,1/1/2025
717289,10673,1429,1/1/2025
804996,984,120,1/1/2025
158627,4680,625,1/1/2025
61670,3002,424,1/1/2025
444903,984,244,1/1/2025
227848,3987,544,1/1/2025
172161,3690,344,1/1/2025
905637,6832,414,1/1/2025
785148,3002,424,1/1/2025
293869,4030,622,1/1/2025
909293,6336,668,1/1/2025
885606,4030,622,1/1/2025
263082,2012,264,1/1/2025
209222,3981,521,1/1/2025
516771,10552,736,1/1/2025
17002,2012,263,1/1/2025
999338,2018,341,1/1/2025
211443,4024,544,1/1/2025
473899,1615,64,1/1/2025
421332,2997,383,1/1/2025
869373,1028,144,1/1/2025
904932,1969,240,1/1/2025
445959,3040,442,1/1/2025
225988,2012,261,1/1/2025
815287,2055,307,1/1/2025
571970,3981,520,1/1/2025
828080,2012,300,1/1/2025
815891,2012,281,1/1/2025
121807,8729,567,1/1/2025
299596,6994,1043,1/1/2025
528522,6123,911,1/1/2025
280698,3998,643,1/1/2025
510938,4928,639,1/1/2025
488595,3002,424,1/1/2025
928935,5228,495,1/1/2025
768749,6085,945,1/1/2025
88480,2297,279,1/1/2025
67550,5063,768,1/1/2025
163201,1641,200,1/1/2025
273152,5014,706,1/1/2025
186951,5020,783,1/1/2025
687522,3002,424,1/1/2025
822900,3987,541,1/1/2025
809219,7995,538,1/1/2025
442645,2012,300,1/1/2025
798217,18827,650,1/1/2025
976378,1691,321,1/1/2025
443672,846,160,1/1/2025
51385,4510,855,1/1/2025
306094,656,80,1/1/2025
497424,1128,214,1/1/2025
233596,1409,268,1/1/2025
27621,32082,728,1/1/2025
665736,3192,160,1/1/2025
710850,564,107,1/1/2025
414862,2944,444,1/1/2025
687410,2242,384,1/1/2025
244624,12449,1163,1/1/2025
931121,1078,181,1/1/2025
405106,4030,568,1/1/2025
141392,984,120,1/1/2025
234785,12155,1730,1/1/2025
299992,6284,823,1/1/2025
359061,3002,442,1/1/2025
861573,2997,383,1/1/2025
447341,1036,73,1/1/2025
886202,1028,144,1/1/2025
506714,8396,688,1/1/2025
863006,1823,152,1/1/2025
117016,4292,430,1/1/2025
592731,4030,568,1/1/2025
384122,2959,400,1/1/2025
426484,5057,785,1/1/2025
887813,984,120,1/1/2025
916261,15375,931,1/1/2025
758088,3987,542,1/1/2025
106417,5057,729,1/1/2025
171627,1028,144,1/1/2025
934237,3451,197,1/1/2025
912229,1632,188,1/1/2025
598055,1028,142,1/1/2025
582496,2363,331,1/1/2025
385560,984,120,1/1/2025
120783,14824,2194,1/1/2025
524893,2012,264,1/1/2025
423018,2447,295,1/1/2025
164054,5570,709,1/1/2025
322881,8772,1076,1/1/2025
459640,3040,407,1/1/2025
393663,2012,264,1/1/2025
270597,5009,647,1/1/2025
398477,2012,300,1/1/2025
788671,1028,144,1/1/2025
622427,3987,562,1/1/2025
180843,4067,586,1/1/2025
837775,2012,263,1/1/2025
103410,1433,153,1/1/2025
487859,7032,1065,1/1/2025
908719,2478,316,1/1/2025
778280,10647,1507,1/1/2025
164469,6030,867,1/1/2025
79644,984,120,1/1/2025
112472,7075,1144,1/1/2025
254505,2012,300,1/1/2025
161949,2012,300,1/1/2025
256330,8097,1172,1/1/2025
243094,4643,303,1/1/2025
809661,2012,263,1/1/2025
749654,3987,561,1/1/2025
748158,2394,342,1/1/2025
851587,3002,461,1/1/2025
209391,11303,1590,1/1/2025
767650,8059,1191,1/1/2025
650007,7541,697,1/1/2025
477312,2012,263,1/1/2025
469108,2012,264,1/1/2025
894830,10783,1290,1/1/2025
729344,3002,441,1/1/2025
87143,4024,562,1/1/2025
813257,4067,603,1/1/2025
315987,1969,240,1/1/2025
269870,4030,605,1/1/2025
28197,1128,214,1/1/2025
192083,644629,6621,1/1/2025
43793,2819,535,1/1/2025
52190,1128,213,1/1/2025
9255,3753,533,1/1/2025
344104,2297,279,1/1/2025
331653,846,161,1/1/2025
118517,3563,453,1/1/2025
844762,2394,387,1/1/2025
687148,282,54,1/1/2025
734008,4367,761,1/1/2025
841663,14317,2336,1/1/2025
40812,10740,1480,1/1/2025
838848,1973,374,1/1/2025
620465,282,54,1/1/2025
742778,2255,427,1/1/2025
333424,1923,253,1/1/2025
755456,1796,319,1/1/2025
303228,656,80,1/1/2025
12074,1969,239,1/1/2025
310218,3721,267,1/1/2025
945411,7189,948,1/1/2025
608273,1797,238,1/1/2025
975257,3595,484,1/1/2025
364462,1313,159,1/1/2025
935124,4024,544,1/1/2025
269509,1028,144,1/1/2025
93681,2953,360,1/1/2025
290278,2997,402,1/1/2025
179292,4933,680,1/1/2025
269562,3083,503,1/1/2025
233980,9066,1203,1/1/2025
223944,2012,264,1/1/2025
92931,984,120,1/1/2025
926855,2012,300,1/1/2025
844176,984,120,1/1/2025
455652,2394,361,1/1/2025
163885,1028,144,1/1/2025
926593,1969,240,1/1/2025
853893,3002,424,1/1/2025
803694,4030,622,1/1/2025
830029,984,120,1/1/2025
27650,2997,383,1/1/2025
860305,3981,520,1/1/2025
923718,2959,400,1/1/2025
277537,5222,292,1/1/2025
817020,984,120,1/1/2025
910054,1215,136,1/1/2025
617807,3943,520,1/1/2025
638128,10547,678,1/1/2025
364866,984,120,1/1/2025
409533,2055,285,1/1/2025
902047,10728,1513,1/1/2025
99207,990,161,1/1/2025
924895,1485,155,1/1/2025
757289,6042,869,1/1/2025
916898,2997,383,1/1/2025
209061,4491,370,1/1/2025
234084,2398,335,1/1/2025
719642,4349,627,1/1/2025
393532,4933,681,1/1/2025
493498,10324,1527,1/1/2025
874080,4111,610,1/1/2025
90772,7633,770,1/1/2025
293199,4758,624,1/1/2025
448229,1474,109,1/1/2025
656319,3040,444,1/1/2025
555968,1658,122,1/1/2025
359840,3834,372,1/1/2025
570707,4787,663,1/1/2025
10063,5014,723,1/1/2025
455191,10673,1303,1/1/2025
904280,984,120,1/1/2025
202503,15397,808,1/1/2025
821707,4479,293,1/1/2025
986381,18034,1492,1/1/2025
754874,1028,161,1/1/2025
588722,1969,240,1/1/2025
188028,3949,561,1/1/2025
437950,5095,749,1/1/2025
410287,4971,664,1/1/2025
897198,2018,341,1/1/2025
126303,2490,338,1/1/2025
209689,984,120,1/1/2025
885135,7262,1046,1/1/2025
915407,9605,602,1/1/2025
337323,3632,400,1/1/2025
244337,2055,342,1/1/2025
560161,2055,324,1/1/2025
114601,3040,442,1/1/2025
179323,5014,724,1/1/2025
202517,990,161,1/1/2025
596493,1028,144,1/1/2025
115523,5390,800,1/1/2025
769682,984,120,1/1/2025
817560,984,120,1/1/2025
764971,7360,1087,1/1/2025
770992,4067,606,1/1/2025
289988,990,161,1/1/2025
735875,2055,305,1/1/2025
730274,2997,401,1/1/2025
94523,3981,521,1/1/2025
217766,3040,425,1/1/2025
952039,4971,662,1/1/2025
386486,4024,563,1/1/2025
452215,3109,370,1/1/2025
770454,4275,585,1/1/2025
821863,9996,1484,1/1/2025
592530,3002,461,1/1/2025
636345,4803,298,1/1/2025
899564,6665,955,1/1/2025
365879,4030,568,1/1/2025
681759,1973,374,1/1/2025
112009,2205,14,1/1/2025
380384,846,160,1/1/2025
739281,4316,639,1/1/2025
45082,1969,239,1/1/2025
96623,3189,426,1/1/2025
417911,1973,375,1/1/2025
968988,1362920,4378,1/1/2025
52511,1548,226,1/1/2025
685340,3471,480,1/1/2025
695761,1222,88,1/1/2025
359119,6285,880,1/1/2025
894175,8185093,30771,1/1/2025
853339,1691,320,1/1/2025
868188,5111,679,1/1/2025
2624,1969,239,1/1/2025
472573,1691,320,1/1/2025
761534,282,54,1/1/2025
416570,74823,1446,1/1/2025
222389,282,54,1/1/2025
681791,1691,320,1/1/2025
931204,2516,371,1/1/2025
931022,5392,742,1/1/2025
143495,7908,1115,1/1/2025
117390,4673,655,1/1/2025
399323,2876,382,1/1/2025
264413,3040,425,1/1/2025
203590,1974,280,1/1/2025
443662,6384,894,1/1/2025
805616,2997,402,1/1/2025
353028,2964,442,1/1/2025
654664,1813,180,1/1/2025
235268,5347,701,1/1/2025
854425,2018,304,1/1/2025
293468,1969,239,1/1/2025
272015,2012,263,1/1/2025
775390,3045,485,1/1/2025
843053,2012,263,1/1/2025
842888,1028,144,1/1/2025
166184,1969,240,1/1/2025
162803,2997,383,1/1/2025
403442,14571,1270,1/1/2025
224591,5342,765,1/1/2025
911424,8042,1128,1/1/2025
295751,2012,300,1/1/2025
586184,2012,263,1/1/2025
552670,984,120,1/1/2025
747190,414,29,1/1/2025
89384,2997,420,1/1/2025
884380,1366,196,1/1/2025
761469,2772,319,1/1/2025
449437,1969,240,1/1/2025
402308,3987,580,1/1/2025
352676,1969,240,1/1/2025
121586,2997,381,1/1/2025
959498,2997,401,1/1/2025
771669,9910,1386,1/1/2025
303428,7865,906,1/1/2025
182425,2012,264,1/1/2025
335707,1969,240,1/1/2025
195607,15834,630,1/1/2025
386321,5014,742,1/1/2025
396781,4643,642,1/1/2025
776270,3045,448,1/1/2025
821265,1028,144,1/1/2025
626985,3658,502,1/1/2025
183258,2351,319,1/1/2025
498368,16292,1345,1/1/2025
482335,5362,794,1/1/2025
636537,2997,401,1/1/2025
150886,6390,935,1/1/2025
16210,3040,425,1/1/2025
942381,1028,144,1/1/2025
451223,4035,663,1/1/2025
776886,3040,444,1/1/2025
115087,1974,281,1/1/2025
66078,7032,1009,1/1/2025
571227,1969,240,1/1/2025
313763,3674,507,1/1/2025
467062,1974,280,1/1/2025
812888,3195,456,1/1/2025
784501,3834,376,1/1/2025
769146,2668,344,1/1/2025
877557,2281,206,1/1/2025
105006,2012,281,1/1/2025
298654,3002,422,1/1/2025
654742,3674,526,1/1/2025
565247,3040,462,1/1/2025
215006,1218,157,1/1/2025
147565,11013,1566,1/1/2025
628864,2012,263,1/1/2025
873697,3045,448,1/1/2025
908008,6503,688,1/1/2025
231609,984,120,1/1/2025
222750,990,160,1/1/2025
941038,5014,688,1/1/2025
217676,2012,263,1/1/2025
66989,6408,888,1/1/2025
450853,3987,580,1/1/2025
762281,1028,144,1/1/2025
134327,2997,383,1/1/2025
501790,2579,332,1/1/2025
839657,1530,229,1/1/2025
314698,3096,454,1/1/2025
246404,6336,1002,1/1/2025
370337,3626,501,1/1/2025
90907,2861,386,1/1/2025
44384,4438,805,1/1/2025
19659,656,80,1/1/2025
718849,1973,374,1/1/2025
637657,9895,1318,1/1/2025
291888,1691,321,1/1/2025
681684,1128,214,1/1/2025
719976,7219,878,1/1/2025
713791,2537,481,1/1/2025
441257,282,54,1/1/2025
413993,7757,49,1/1/2025
374524,1128,214,1/1/2025
736530,3517,466,1/1/2025
417503,1313,159,1/1/2025
156943,984,119,1/1/2025
752002,9760,1494,1/1/2025
619944,3383,641,1/1/2025
823755,14419,1219,1/1/2025
555754,4024,546,1/1/2025
278632,10313,1392,1/1/2025
291083,1969,239,1/1/2025
245948,7092,922,1/1/2025
246270,2959,400,1/1/2025
815426,11580,918,1/1/2025
248038,17951,937,1/1/2025
878947,2055,305,1/1/2025
845310,7069,1030,1/1/2025
879661,1821,137,1/1/2025
859798,2012,264,1/1/2025
880862,4971,664,1/1/2025
685849,2012,281,1/1/2025
854854,984,120,1/1/2025
484236,5014,706,1/1/2025
178367,4024,583,1/1/2025
78492,2959,400,1/1/2025
383412,3032,416,1/1/2025
428249,2012,263,1/1/2025
314836,3040,444,1/1/2025
788928,2012,264,1/1/2025
335032,3987,561,1/1/2025
277760,984,120,1/1/2025
653640,2012,264,1/1/2025
668028,4971,681,1/1/2025
571921,2018,304,1/1/2025
87880,1974,280,1/1/2025
68079,2953,359,1/1/2025
72985,2997,384,1/1/2025
408566,984,120,1/1/2025
841448,5052,726,1/1/2025
621876,19582,2748,1/1/2025
330906,2055,324,1/1/2025
225195,4067,603,1/1/2025
497096,2012,261,1/1/2025
933524,3943,520,1/1/2025
76787,11103,554,1/1/2025
124653,2012,264,1/1/2025
278223,6894,601,1/1/2025
873630,2964,441,1/1/2025
364256,3633,374,1/1/2025
354604,984,120,1/1/2025
78478,1974,280,1/1/2025
67709,2012,261,1/1/2025
874813,3083,447,1/1/2025
922253,4486,342,1/1/2025
802528,1028,181,1/1/2025
961757,11712,1584,1/1/2025
534279,2018,304,1/1/2025
598075,5650,747,1/1/2025
299845,2755,268,1/1/2025
515822,3544,245,1/1/2025
385908,2012,261,1/1/2025
398245,3002,461,1/1/2025
637869,3002,424,1/1/2025
81906,1974,280,1/1/2025
315833,6983,945,1/1/2025
973363,1028,144,1/1/2025
578364,2018,322,1/1/2025
279504,6338,929,1/1/2025
69938,6133,502,1/1/2025
768784,3394,372,1/1/2025
771950,1028,181,1/1/2025
396800,6042,867,1/1/2025
935811,1974,280,1/1/2025
819475,3045,448,1/1/2025
818777,2012,264,1/1/2025
218122,4073,610,1/1/2025
496153,984,120,1/1/2025
291279,6042,885,1/1/2025
74364,990,161,1/1/2025
802534,1451,105,1/1/2025
898829,12317,1687,1/1/2025
895682,984,120,1/1/2025
290280,984,120,1/1/2025
936068,4743,521,1/1/2025
822912,11934,566,1/1/2025
818793,3943,520,1/1/2025
818367,1974,280,1/1/2025
229018,1028,163,1/1/2025
383469,3002,424,1/1/2025
327835,3002,424,1/1/2025
207574,2959,400,1/1/2025
990683,2055,305,1/1/2025
870525,1028,144,1/1/2025
938312,7107,1049,1/1/2025
245771,7046,457,1/1/2025
60416,2997,401,1/1/2025
256386,5014,706,1/1/2025
37245,2251,293,1/1/2025
681890,2537,481,1/1/2025
88217,1266,173,1/1/2025
367322,1502,241,1/1/2025
756281,3012,238,1/1/2025
943833,2907,373,1/1/2025
150797,984,119,1/1/2025
109843,1969,239,1/1/2025
105759,10531,619,1/1/2025
151894,2625,318,1/1/2025
151829,15100,582,1/1/2025
134298,984,119,1/1/2025
134794,328,40,1/1/2025
110072,328,40,1/1/2025
542623,984,119,1/1/2025
341045,550,63,1/1/2025
740930,5629,800,1/1/2025
24583,1266,174,1/1/2025
416731,1945,2,1/1/2025
840529,1796,319,1/1/2025
841568,5675,786,1/1/2025
816418,2486,360,1/1/2025
624372,564,107,1/1/2025
840320,10458,1308,1/1/2025
103556,461,33,1/1/2025
298739,951,159,1/1/2025
117424,4673,657,1/1/2025
117481,27824,3254,1/1/2025
847981,4673,638,1/1/2025
802121,2157,305,1/1/2025
434228,1193,181,1/1/2025
44865,1054,124,1/1/2025
727728,4300,490,1/1/2025
565596,2307,294,1/1/2025
850704,4378,656,1/1/2025
159813,6977,886,1/1/2025
256950,2953,359,1/1/2025
291566,5052,688,1/1/2025
213586,984,120,1/1/2025
192226,2012,300,1/1/2025
277505,3943,520,1/1/2025
311477,5438,742,1/1/2025
302085,1028,181,1/1/2025
224588,4691,428,1/1/2025
310350,1969,240,1/1/2025
618748,1028,161,1/1/2025
808813,2055,305,1/1/2025
640245,2018,305,1/1/2025
582581,5052,671,1/1/2025
385498,2953,359,1/1/2025
366276,2018,322,1/1/2025
167204,3981,503,1/1/2025
30610,984,120,1/1/2025
503390,2351,339,1/1/2025
493757,984,120,1/1/2025
574836,1969,240,1/1/2025
424161,2012,264,1/1/2025
911220,4030,605,1/1/2025
890375,1974,280,1/1/2025
243446,4111,668,1/1/2025
203602,2012,300,1/1/2025
489656,3002,441,1/1/2025
501344,1028,144,1/1/2025
441974,1028,144,1/1/2025
933106,4593,277,1/1/2025
816382,3040,462,1/1/2025
779937,4067,569,1/1/2025
185037,7311,1003,1/1/2025
850188,3382,472,1/1/2025
841556,7069,1026,1/1/2025
190733,2012,263,1/1/2025
617539,1969,240,1/1/2025
127335,2997,403,1/1/2025
114120,7021,983,1/1/2025
491101,9015,1263,1/1/2025
923451,1974,280,1/1/2025
872442,4024,527,1/1/2025
62881,3002,424,1/1/2025
253231,2136,205,1/1/2025
597016,3335,437,1/1/2025
639826,17468,948,1/1/2025
25226,1028,144,1/1/2025
394073,3040,444,1/1/2025
941759,2012,264,1/1/2025
779100,11997,1669,1/1/2025
231702,2012,300,1/1/2025
681149,5063,788,1/1/2025
958712,1974,281,1/1/2025
666119,6036,863,1/1/2025
694266,3040,444,1/1/2025
229777,2012,281,1/1/2025
635731,984,120,1/1/2025
